Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
Q9NVH1 (gene DNAJC11):  DnaJ homolog subfamily C member 11,DNAJC11,36,0.9473684210526315,853807.3684210526,883887.2047748253,False,28,0.8484848484848485,794148.4848484849,1213379.8109407015,False,1.0,1.0751230842968553,0.10450183464233066,1.0,1.3940009966872662,0.16331730367002384,0.5594853655755891,1735.5,0.2354031828890928,0.8145930833475323,0.936209272828237,5191.0,741.0,0.1904977889980337,0.44479126786798806,2535.5,0.16331730367002384,0.9615306253572653,False,1735.5
Q9Y3Y2 (gene CHTOP):  Chromatin target of PRMT1 protein,CHTOP,34,0.8947368421052632,5908120.52631579,6967855.288650404,False,28,0.8484848484848485,5934439.696969697,7797614.492049548,False,1.0,0.9955650116946436,-0.006412565996306823,-1.0,0.5842400169139064,0.5590588419446891,0.9163523934470205,3622.0,-0.01480489432882209,0.9882305598995585,1.0,5827.0,672.0,0.607574715432,0.8119980567712894,4459.5,0.5590588419446891,1.0,False,3622.0
P07998 (gene RNASE1):  Ribonuclease pancreatic,RNASE1,36,0.9473684210526315,7399776.315789473,7884623.895164036,False,25,0.7575757575757576,10906705.757575758,14228437.780076748,False,1.0,0.6784611669430008,-0.5596618523634302,-1.0,2.29293870694864,0.021851533975296832,0.25264777460585447,512.5,-1.287393055468045,0.20225892144285273,0.5409430611345428,2229.0,650.0,0.7950547019691834,0.9312956313590676,5082.0,0.021851533975296832,0.36313719135548994,False,512.5
Q99653 (gene CHP1):  Calcineurin B homologous protein 1,CHP1,30,0.7894736842105263,2693436.3157894737,3945712.2016513213,False,31,0.9393939393939394,4060947.8181818184,4443661.994722122,False,-1.0,0.6632531212860364,-0.5923685350579067,-1.0,-1.811228894564473,0.07010542721522821,0.40725314388125816,1018.5,-1.3539394331985046,0.1801737912076439,0.531249832256884,2023.0,476.0,0.08230679632563291,0.2925775565169095,1677.0,0.07010542721522821,0.6437901161098801,False,1018.5
Q13464 (gene ROCK1):  Rho-associated protein kinase 1,ROCK1,38,1.0,1559353.0,3475978.503274021,False,30,0.9090909090909091,1128983.7878787878,5040451.732122356,False,1.0,1.381200524525191,0.4659227871824112,1.0,1.89919769156814,0.05753848815436487,0.36112859130599695,914.0,0.4170861289744192,0.677910243080199,0.8595191182431995,4705.0,968.0,8.650978307303677e-05,0.006294114217240699,82.0,8.650978307303677e-05,0.01647183082384268,True,82.0
Q9BV19 (gene C1orf50):  Uncharacterized protein C1orf50,C1orf50,15,0.39473684210526316,3796614.6315789474,6797513.759952083,False,5,0.15151515151515152,3510115.1515151514,19409955.042300846,False,1.0,1.081621105774563,0.11319520845168397,1.0,2.272375821091926,0.02306382081551063,0.254507683233187,534.0,0.08396538235861065,0.9333270896130349,0.9913173253749985,5617.0,788.0,0.019688326784894617,0.13257399277503532,885.5,0.019688326784894617,0.34145510929849215,False,534.0
P35326 (gene SPRR2A):  Small proline-rich protein 2A,SPRR2A,19,0.5,3378437.3684210526,7147848.877916711,False,21,0.6363636363636364,4075439.090909091,5081084.778188768,False,-1.0,0.8289750608606471,-0.27059939499248054,-1.0,-1.155488623459479,0.2478903887142211,0.640140972833773,2180.5,-0.4603696330075884,0.6466985101180156,0.8412136113821125,4586.0,501.0,0.13078008970936622,0.36384497349132705,2117.0,0.13078008970936622,0.8404675208683076,False,2117.0
"Q16775 (gene HAGH):  Hydroxyacylglutathione hydrolase, mitochondrial",HAGH,38,1.0,3613820.263157895,3004518.8077885606,False,32,0.9696969696969697,3942007.303030303,4701282.374938878,False,1.0,0.9167462121084756,-0.1254056949906257,-1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,-0.349854435100172,0.7275135728795564,0.8890507938958282,4882.0,652.0,0.7775984247433526,0.9219300878415823,5027.0,0.27981969731159884,1.0,False,2460.5
Q9NW13 (gene RBM28):  RNA-binding protein 28,RBM28,25,0.6578947368421053,501457.3157894737,773198.7390611096,False,17,0.5151515151515151,325881.1515151515,730333.7596238935,False,1.0,1.538773609509049,0.6217809922485263,1.0,1.2204213398198902,0.22230519178504748,0.640140972833773,2018.0,0.9652766188774896,0.33777732339450517,0.6390374699997716,3152.0,753.0,0.133938784597595,0.3663818381060302,2181.0,0.133938784597595,0.8521992060887861,False,2018.0
O00422 (gene SAP18):  Histone deacetylase complex subunit SAP18,SAP18,37,0.9736842105263158,6829218.421052632,5055108.355653988,False,31,0.9393939393939394,4735746.060606061,4930301.146449828,False,1.0,1.4420575625579923,0.5281287537323263,1.0,0.7163640415564029,0.47376659224909823,0.8442504636872646,3316.0,1.7355235736858607,0.08711228113330524,0.43320347702231504,1198.0,822.0,0.02493663479760837,0.15337315794075418,969.5,0.02493663479760837,0.39288370564048825,False,969.5
Q6ZNF0 (gene ACP7):  Acid phosphatase type 7,ACP7,9,0.23684210526315788,363795.3947368421,1108382.4948159826,False,8,0.24242424242424243,83619.78787878787,188429.59886093906,False,-1.0,4.350589782167778,2.121210991336562,1.0,-0.05497397055936678,0.9561592009094064,1.0,4630.0,1.413872301844192,0.16189553502702445,0.5121804926214143,1884.0,632.5,0.9386069042889502,0.9949673700533851,5617.0,0.16189553502702445,0.9569373467350342,False,1884.0
Q12769 (gene NUP160):  Nuclear pore complex protein Nup160,NUP160,37,0.9736842105263158,530384.7999999999,445750.56426427787,False,31,0.9393939393939394,401040.20606060605,459245.783782881,False,1.0,1.3225227595223321,0.4032925501407891,1.0,0.7163640415564029,0.47376659224909823,0.8442504636872646,3316.0,1.1853717709790281,0.23993685463080142,0.5764630957361859,2481.0,780.0,0.07871917392958422,0.2850111825295616,1643.5,0.07871917392958422,0.6873635543542208,False,1643.5
Q9Y606 (gene PUS1):  tRNA pseudouridine synthase A,PUS1,31,0.8157894736842105,412689.0,681454.2676425639,False,27,0.8181818181818182,360650.69696969696,439881.1791710785,False,-1.0,1.1442900387172443,0.19445277273230394,1.0,-0.025996566239039513,0.9792600772710863,1.0,4658.5,0.37057339265741923,0.7120905165300992,0.8799362099458518,4828.0,624.0,0.9769365348898236,1.0,5772.0,0.7120905165300992,1.0,False,4658.5
Q15042 (gene RAB3GAP1):  Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,34,0.8947368421052632,479104.3157894737,460650.595502029,False,31,0.9393939393939394,804174.6363636364,952233.8888722544,False,-1.0,0.5957714831138168,-0.7471690249334931,-1.0,-0.67473949164783,0.4998412894040829,0.8765588279202712,3386.5,-1.8412298908865776,0.06988675935910074,0.4126938597908864,1008.0,536.0,0.29665093264331754,0.561581134028824,3146.0,0.06988675935910074,0.6437901161098801,False,1008.0
Q9NW15 (gene ANO10):  Anoctamin-10,ANO10,19,0.5,444155.63157894736,886746.4241901527,False,17,0.5151515151515151,312790.9090909091,525672.62460558,False,-1.0,1.4199761523390009,0.5058667007220956,1.0,-0.127364599562599,0.8986518334712476,1.0,4417.0,0.7343375377486943,0.46523128385555446,0.7239357953787787,3834.0,634.0,0.9363414627146992,0.9949673700533851,5613.0,0.46523128385555446,1.0,False,3834.0
Q9NQ48 (gene LZTFL1):  Leucine zipper transcription factor-like protein 1,LZTFL1,36,0.9473684210526315,2261327.6315789474,2283995.2467602333,False,25,0.7575757575757576,1258006.696969697,2283068.3469769955,False,1.0,1.7975481664956676,0.8460304291532623,1.0,2.29293870694864,0.021851533975296832,0.25264777460585447,512.5,1.8202940924799778,0.07305113858951683,0.4160668689782858,1039.0,887.0,0.002737150997843224,0.04401574893027676,371.0,0.002737150997843224,0.11366479944175877,False,371.0
Q14126 (gene DSG2):  Desmoglein-2,DSG2,38,1.0,9005490.97368421,12583457.520150512,False,30,0.9090909090909091,2465403.393939394,4542323.539037456,False,1.0,3.6527454273075186,1.8689812107054369,1.0,1.89919769156814,0.05753848815436487,0.36112859130599695,914.0,2.789699656841351,0.006814533161997446,0.2139763412867198,190.0,910.0,0.0011262361240781636,0.026053141587260374,257.0,0.0011262361240781636,0.06766822680717964,False,190.0
O95721 (gene SNAP29):  Synaptosomal-associated protein 29,SNAP29,32,0.8421052631578947,2035152.6315789474,3053125.7974959332,False,31,0.9393939393939394,2714175.4545454546,3200447.102642484,False,-1.0,0.7498235341307464,-0.41537698779844573,-1.0,-1.2930787316567915,0.1959838302091742,0.6070817918109748,1904.5,-0.9009525796116069,0.3707475122498183,0.6591714235903343,3354.0,497.0,0.13517486915740362,0.36833134131258644,2184.0,0.13517486915740362,0.8569414033257304,False,1904.5
"O43674 (gene NDUFB5):  NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,32,0.8421052631578947,2073667.3684210526,2842477.102585816,False,23,0.696969696969697,1642860.606060606,2361817.4724844773,False,1.0,1.262229650385379,0.33597441850626664,1.0,1.45985747525225,0.14432924852255397,0.5187158413768416,1656.0,0.6786381716939417,0.4996370235203621,0.7500841676704781,3974.0,725.0,0.25826588835288866,0.5298536072604311,2908.0,0.14432924852255397,0.8948385215714783,False,1656.0
Q16363 (gene LAMA4):  Laminin subunit alpha-4,LAMA4,32,0.8421052631578947,511712.2894736842,601230.599236525,False,27,0.8181818181818182,1057440.5787878789,2653735.7895955928,False,1.0,0.4839158811739237,-1.0471718084626884,-1.0,0.2682779826734732,0.7884853525093213,1.0,4107.5,-1.2143282672883822,0.22876208967179426,0.5675734351737451,2403.0,655.0,0.7506376339496769,0.905954575858416,4930.0,0.22876208967179426,1.0,False,2403.0
P42566 (gene EPS15):  Epidermal growth factor receptor substrate 15,EPS15,38,1.0,743151.6578947369,1229848.4802557947,False,32,0.9696969696969697,533959.6363636364,402648.1240556128,False,1.0,1.3917749718955257,0.47692596896385353,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,0.9213378932118156,0.360084272063412,0.6518454252030682,3295.0,592.0,0.6908224747250705,0.8718979373720267,4718.0,0.27981969731159884,1.0,False,2460.5
Q03692 (gene COL10A1):  Collagen alpha-1(X) chain,COL10A1,22,0.5789473684210527,2600198.4736842103,6475031.938622867,False,14,0.42424242424242425,1620515.7272727273,4247416.892280604,False,1.0,1.6045499774683774,0.68216872643672,1.0,1.3004595955339067,0.1934434957454897,0.6070817918109748,1858.0,0.7310609430377528,0.4672172979720187,0.7262684730852172,3838.0,766.0,0.08878843832623677,0.30618662690416165,1726.0,0.08878843832623677,0.7287842629456398,False,1726.0
Q96FV2 (gene SCRN2):  Secernin-2,SCRN2,34,0.8947368421052632,2325322.3684210526,2572096.313448413,False,30,0.9090909090909091,1837020.2727272727,2091508.4348818138,False,-1.0,1.2658120342719856,0.3400631888446212,1.0,-0.20235498339008667,0.8396392183976606,1.0,4221.0,0.8568830856192711,0.39447580383544967,0.6766655105469502,3478.0,708.0,0.3531553967653507,0.6158066367153041,3408.0,0.3531553967653507,1.0,False,3408.0
"Q9Y305 (gene ACOT9):  Acyl-coenzyme A thioesterase 9, mitochondrial",ACOT9,35,0.9210526315789473,2297462.3684210526,2451094.6128794164,False,32,0.9696969696969697,2814343.3333333335,4329133.142953236,False,-1.0,0.8163404731785519,-0.2927571087209671,-1.0,-0.8866308617650078,0.3752776726019016,0.7166794477410201,3091.0,-0.6200879121584069,0.5372424818353512,0.7714052097785091,4155.0,677.5,0.5642927767663843,0.7827413871630433,4300.5,0.3752776726019016,1.0,False,3091.0
Q5TFE4 (gene NT5DC1):  5-nucleotidase domain-containing protein 1,NT5DC1,34,0.8947368421052632,948556.052631579,1082442.6662622574,False,30,0.9090909090909091,998360.696969697,1040896.6156148523,False,-1.0,0.9501135766960387,-0.07382811118900857,-1.0,-0.20235498339008667,0.8396392183976606,1.0,4221.0,-0.19405057015213423,0.8467064487765795,0.9534324297214644,5298.0,596.0,0.7249982216744326,0.8897734667960279,4843.0,0.7249982216744326,1.0,False,4221.0
P18084 (gene ITGB5):  Integrin beta-5,ITGB5,36,0.9473684210526315,912087.1052631579,799604.7010337701,False,32,0.9696969696969697,993465.0606060605,1388255.3259868026,False,-1.0,0.9180867465090555,-0.12329762006545927,-1.0,-0.46646960845533414,0.6408793966106174,1.0,3783.5,-0.30301773500051926,0.762788048320506,0.9081923064920481,5007.0,715.0,0.31307819314667407,0.578124827263084,3220.5,0.31307819314667407,1.0,False,3220.5
"Q96FJ2 (gene DYNLL2):  Dynein light chain 2, cytoplasmic",DYNLL2,38,1.0,11057243.94736842,16393574.735268362,False,32,0.9696969696969697,9196781.212121213,10926518.094923444,False,1.0,1.2022949869454267,0.26579090935257427,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,0.5459483389177437,0.5868623112703335,0.8045088369289208,4350.0,700.0,0.40325524839814575,0.6551799596795581,3668.5,0.27981969731159884,1.0,False,2460.5
O60443 (gene GSDME):  Gasdermin-E,GSDME,24,0.631578947368421,462967.7894736842,827465.3536351126,False,21,0.6363636363636364,746810.1818181818,1261547.364503115,False,-1.0,0.619926991817284,-0.6898297741380495,-1.0,-0.041738681478830086,0.9667070174550826,1.0,4637.0,-1.1181013117547136,0.26740148863998164,0.5970498806984021,2672.0,582.0,0.5988295309519088,0.8057134828207507,4425.0,0.26740148863998164,1.0,False,2672.0
Q9UNE7 (gene STUB1):  E3 ubiquitin-protein ligase CHIP,STUB1,38,1.0,4564118.52631579,6333501.448105965,False,31,0.9393939393939394,1607272.2121212122,1897277.5095344055,False,1.0,2.8396674140775526,1.5057219691107693,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,2.546489868013182,0.013116509685682707,0.26069132066579276,298.0,856.0,0.00843106263041603,0.08259932972157868,606.0,0.00843106263041603,0.21106150405779614,False,298.0
O00625 (gene PIR):  Pirin,PIR,32,0.8421052631578947,2149820.763157895,4269280.758704404,False,23,0.696969696969697,1315970.121212121,1722482.4829605452,False,1.0,1.6336394941673085,0.7080896497261092,1.0,1.45985747525225,0.14432924852255397,0.5187158413768416,1656.0,1.0353193246197188,0.30413473306206174,0.6110334046660404,2966.0,669.0,0.6303836800878706,0.8305901866888002,4526.0,0.14432924852255397,0.8948385215714783,False,1656.0
Q16651 (gene PRSS8):  Prostasin,PRSS8,29,0.7631578947368421,1732863.1578947369,4195328.109785747,False,28,0.8484848484848485,2065629.9696969697,3948886.2328996356,False,-1.0,0.8389029900394556,-0.25342410648789065,-1.0,-0.9012862346232238,0.3674361507971372,0.7166794477410201,3030.0,-0.33768702403231143,0.7366242498217066,0.8948687180688866,4911.0,456.5,0.049139800721771716,0.2267921050267639,1289.0,0.049139800721771716,0.5587701101132594,False,1289.0
O15067 (gene PFAS):  Phosphoribosylformylglycinamidine synthase,PFAS,38,1.0,939765.5,650116.3882237893,False,31,0.9393939393939394,574598.8484848485,618020.2807132269,False,1.0,1.6355158080744832,0.7097457038538589,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,2.3809964630470923,0.02003096437094898,0.2968333227768044,402.0,868.0,0.005560267538351615,0.06608550897133371,500.0,0.005560267538351615,0.17159444226004927,False,402.0
P62310 (gene LSM3):  U6 snRNA-associated Sm-like protein LSm3,LSM3,38,1.0,14613075.0,10409789.664615998,False,32,0.9696969696969697,15056764.848484848,14821412.229474794,False,1.0,0.9705321924762299,-0.04315202707409914,-1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,-0.14527782401609154,0.8849150729767098,0.9719175638120665,5431.0,702.0,0.39040739086176446,0.6435778817426813,3614.0,0.27981969731159884,1.0,False,2460.5
Q15386 (gene UBE3C):  Ubiquitin-protein ligase E3C,UBE3C,22,0.5789473684210527,112553.44736842105,299250.17717258947,False,24,0.7272727272727273,82151.06060606061,89124.14184582033,False,-1.0,1.3700790535959004,0.4542591391276678,1.0,-1.3051019247203963,0.19185814346897923,0.6070817918109748,1844.5,0.5543856473346935,0.581107435602935,0.800666734597485,4330.0,551.0,0.37345311004006077,0.6293126524052228,3540.0,0.19185814346897923,1.0,False,1844.5
Q9UHQ4 (gene BCAP29):  B-cell receptor-associated protein 29,BCAP29,28,0.7368421052631579,1559099.2105263157,2034093.3975029679,False,30,0.9090909090909091,2173974.242424242,2655822.9105313504,False,-1.0,0.7171654475478128,-0.47962211288887674,-1.0,-1.8717527692107918,0.06124081530177598,0.37017497881499084,977.0,-1.0869389354142431,0.28084627607535173,0.5996718893418234,2754.0,473.0,0.07588776373343824,0.28016485051589884,1616.0,0.06124081530177598,0.6002673123062365,False,977.0
Q8NI36 (gene WDR36):  WD repeat-containing protein 36,WDR36,37,0.9736842105263158,475779.1052631579,478526.249850451,False,26,0.7878787878787878,296974.0,526594.4205865735,False,1.0,1.602090099677264,0.679955285513393,1.0,2.4695683973445264,0.013527615518666119,0.190793745116696,415.0,1.4773208549637125,0.14413965847702648,0.49160124177859327,1747.0,882.5,0.003262485092699068,0.04890448759558452,398.0,0.003262485092699068,0.12557410363253316,False,398.0
Q99567 (gene NUP88):  Nuclear pore complex protein Nup88,NUP88,27,0.7105263157894737,558498.1578947369,707618.3764641535,False,26,0.7878787878787878,471789.0606060606,599416.748975047,False,-1.0,1.1837878503925163,0.2434105551133649,1.0,-0.7472706980068818,0.45490017624564383,0.8397074416712595,3230.0,0.5446770742421088,0.5877317425783317,0.8045088369289208,4357.0,670.5,0.617211953744383,0.819692969416141,4492.0,0.45490017624564383,1.0,False,3230.0
O60427 (gene FADS1):  Acyl-CoA (8-3)-desaturase,FADS1,10,0.2631578947368421,622928.7368421053,1495026.5695196067,False,9,0.2727272727272727,92146.30303030302,188751.74047706233,False,-1.0,6.760214098122745,2.7570689378401165,1.0,-0.09084126637139302,0.9276187197647209,1.0,4578.0,1.9968007247433537,0.04979315960067568,0.37825201210098475,785.0,642.0,0.8301391113754298,0.9507958071826619,5188.5,0.04979315960067568,0.5608546070062261,False,785.0
Q5JRA6 (gene MIA3):  Transport and Golgi organization protein 1 homolog,MIA3,33,0.868421052631579,360276.5052631579,481881.30095522315,False,27,0.8181818181818182,588689.0909090909,949318.7757028519,False,1.0,0.6119979303611421,-0.708401320830163,-1.0,0.5835109197567976,0.5595494082010553,0.9163523934470205,3639.5,-1.284027853777544,0.20342711201127214,0.5422905050309426,2238.0,603.0,0.7860660430136864,0.9265341847000956,5052.0,0.20342711201127214,1.0,False,2238.0
Q9BY77 (gene POLDIP3):  Polymerase delta-interacting protein 3,POLDIP3,35,0.9210526315789473,2136093.4210526315,2479316.8035572735,False,28,0.8484848484848485,1142235.1818181819,1571126.846833931,False,1.0,1.8700994813087268,0.9031150173713806,1.0,0.9645095457439986,0.3347905249271004,0.7082271297964247,2788.5,1.9547099211815702,0.054670059645255314,0.3882247513179954,839.0,813.0,0.03234861462678533,0.17705672923247823,1090.0,0.03234861462678533,0.4488182206125611,False,839.0
P21589 (gene NT5E):  5-nucleotidase,NT5E,38,1.0,3328718.8421052634,2791724.837773825,False,31,0.9393939393939394,2558942.242424242,6630599.378072096,False,1.0,1.3008182783173974,0.3794194345524819,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,0.6429277755370585,0.5224018095552585,0.7633168314624958,4079.0,923.0,0.0006574798598248093,0.019362254960669078,201.0,0.0006574798598248093,0.04883321938893969,True,201.0
C9J3I9 (gene C5orf58):  Putative uncharacterized protein C5orf58,C5orf58,25,0.6578947368421053,12723371.315789474,28149569.20121806,False,22,0.6666666666666666,19982409.09090909,30189390.988962706,False,-1.0,0.6367285975331813,-0.651249533127079,-1.0,-0.07793248801888798,0.9378817562889835,1.0,4595.5,-1.0329296041497318,0.305243741915966,0.6117178919283349,2977.0,539.5,0.30635328777129134,0.5734523586247136,3187.0,0.305243741915966,1.0,False,2977.0
P35556 (gene FBN2):  Fibrillin-2,FBN2,36,0.9473684210526315,323194.36842105264,286837.1982636823,False,28,0.8484848484848485,185467.9484848485,209958.0574163385,False,1.0,1.7425887926167087,0.8012321696684988,1.0,1.3940009966872662,0.16331730367002384,0.5594853655755891,1735.5,2.2463230430096512,0.02788704013569436,0.3218164912530649,516.0,874.0,0.0044673026530481245,0.05731004213336915,462.0,0.0044673026530481245,0.15035836896788426,False,462.0
Q9Y320 (gene TMX2):  Thioredoxin-related transmembrane protein 2,TMX2,29,0.7631578947368421,740354.8157894737,1248819.1921961796,False,27,0.8181818181818182,618754.7272727273,887225.1226896093,False,-1.0,1.196523894130917,0.2588492072399574,1.0,-0.566486877245707,0.5710628511849574,0.9270642095699201,3663.0,0.459788126125051,0.6471138107158081,0.8412902581674682,4589.0,599.0,0.750079308074487,0.905954575858416,4928.0,0.5710628511849574,1.0,False,3663.0
Q08431 (gene MFGE8):  Lactadherin,MFGE8,38,1.0,2114893.1578947366,2024123.8569877262,False,31,0.9393939393939394,1718339.0606060605,2411281.5352895437,False,1.0,1.230777560947477,0.29957004637517537,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,0.7425600862242107,0.4602685984697229,0.7217128803538825,3804.0,837.0,0.015724128527843224,0.11726920809284266,799.0,0.015724128527843224,0.2978100025305164,False,799.0
P35270 (gene SPR):  Sepiapterin reductase,SPR,26,0.6842105263157895,1148541.8421052631,2164559.9791022623,False,23,0.696969696969697,834871.0,1867856.461715407,False,-1.0,1.3757117472087155,0.4601782139083855,1.0,-0.11595540800050277,0.9076878825816185,1.0,4443.0,0.6395205244923079,0.5246020054387384,0.7637324461804571,4098.0,638.0,0.9021955063182454,0.9854009105365884,5449.0,0.5246020054387384,1.0,False,4098.0
Q9BV68 (gene RNF126):  E3 ubiquitin-protein ligase RNF126,RNF126,30,0.7894736842105263,2628382.8947368423,3660317.358346856,False,24,0.7272727272727273,2331317.272727273,2334143.0862482362,False,1.0,1.1274239355936837,0.17303010182339712,1.0,0.612567100518656,0.5401626174331522,0.9155142544335755,3515.5,0.3951068071004885,0.6939828825379583,0.8678493996740699,4770.0,628.0,0.9953690000651693,1.0,5828.5,0.5401626174331522,1.0,False,3515.5
Q9BYG3 (gene NIFK):  MKI67 FHA domain-interacting nucleolar phosphoprotein,NIFK,31,0.8157894736842105,1130728.4210526317,1442909.0398247677,False,28,0.8484848484848485,1145442.9393939395,1547152.422002512,False,-1.0,0.9871538617627863,-0.018653128440490524,-1.0,-0.3666465763204153,0.7138826611698605,1.0,3931.0,-0.040852130751847196,0.9675317587455947,1.0,5748.0,635.5,0.926340092545386,0.9902427866199199,5580.5,0.7138826611698605,1.0,False,3931.0
Q96A49 (gene SYAP1):  Synapse-associated protein 1,SYAP1,30,0.7894736842105263,1777039.2105263157,2819875.782964451,False,25,0.7575757575757576,1846447.5757575757,2324550.080999098,False,1.0,0.9624097829023145,-0.055276787293446455,-1.0,0.32084779675873665,0.7483257360975354,1.0,3981.0,-0.11053956945222439,0.9123023643495931,0.983987582700063,5531.0,591.0,0.6806196575382114,0.865556365628332,4687.0,0.6806196575382114,1.0,False,3981.0
Q13620 (gene CUL4B):  Cullin-4B,CUL4B,38,1.0,664034.2894736842,476175.4787373922,False,33,1.0,580007.9696969697,563243.3186920027,False,0.0,1.1448709744789711,0.19518501756408213,1.0,0.0,1.0,1.0,5330.0,0.6714450401241017,0.5041788459009682,0.7527354841454394,3996.0,752.0,0.15119948793404955,0.3916874272750932,2301.0,0.15119948793404955,0.9164132865030881,False,2301.0
P27930 (gene IL1R2):  Interleukin-1 receptor type 2,IL1R2,21,0.5526315789473685,897075.5263157894,1233479.07136406,False,7,0.21212121212121213,297146.36363636365,685660.2328294581,False,1.0,3.0189685491510074,1.5940557272986333,1.0,2.928161577703665,0.00340972799572932,0.0940071991869601,216.0,2.4456976196793163,0.017012116718393422,0.2757996965813455,368.0,842.0,0.005051998030614642,0.061385377292559995,491.0,0.00340972799572932,0.1283042562393564,False,216.0
P51570 (gene GALK1):  Galactokinase,GALK1,38,1.0,3926898.6842105263,3539370.491740892,False,31,0.9393939393939394,2573181.606060606,2935669.7284609415,False,1.0,1.5260868781900156,0.6098370953088403,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,1.713729401100334,0.09106797984152291,0.43709699737290886,1243.0,853.0,0.00933011245911422,0.08643941930262174,643.0,0.00933011245911422,0.22440148295910795,False,643.0
Q7Z739;Q9BYJ9 (gene YTHDF3;YTHDF1):  YTH domain-containing family protein 3; YTH domain-containing family protein 1,YTHDF3;YTHDF1,37,0.9736842105263158,1709864.4736842106,1570124.056100592,False,29,0.8787878787878788,1422032.696969697,2029350.9207215402,False,1.0,1.2024086909722054,0.2659273421589872,1.0,1.558728217857629,0.11906072011477106,0.4724704015958358,1328.5,0.6631508063441008,0.5094434202799775,0.7541785224293661,4030.0,831.0,0.018952783821901097,0.13027678480203514,866.5,0.018952783821901097,0.3335005599404267,False,866.5
Q12996 (gene CSTF3):  Cleavage stimulation factor subunit 3,CSTF3,31,0.8157894736842105,393408.65789473685,537186.3598802402,False,22,0.6666666666666666,270585.1515151515,431729.29221720755,False,1.0,1.453918131465739,0.5399460349702443,1.0,1.4406146446112058,0.1496935808025461,0.5294761741978189,1675.0,1.036377759804925,0.3036444148737908,0.6110334046660404,2963.0,791.5,0.05661967337510118,0.24548907802024247,1376.0,0.05661967337510118,0.5861443261296635,False,1376.0
Q14118 (gene DAG1):  Dystroglycan,DAG1,38,1.0,2032620.0,1998323.2838583768,False,30,0.9090909090909091,755068.7393939394,1132155.8449032526,False,1.0,2.691966828912561,1.4286606328092282,1.0,1.89919769156814,0.05753848815436487,0.36112859130599695,914.0,3.201639995194556,0.002067305534878798,0.14141904221122048,85.0,987.0,3.403160609989842e-05,0.004060651239839879,50.0,3.403160609989842e-05,0.0100962129418409,True,50.0
Q5THK1 (gene PRR14L):  Protein PRR14L,PRR14L,36,0.9473684210526315,240628.13157894736,205948.0937617881,False,32,0.9696969696969697,341472.1212121212,306758.3367346807,False,-1.0,0.704678703268913,-0.5049624811461672,-1.0,-0.46646960845533414,0.6408793966106174,1.0,3783.5,-1.620905285866403,0.10959935492282752,0.45703091524077116,1430.0,561.0,0.4501608170008523,0.6957901752723811,3853.0,0.10959935492282752,0.8022941735823178,False,1430.0
"P51553 (gene IDH3G):  Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",IDH3G,37,0.9736842105263158,2683183.4210526315,2103261.465276546,False,32,0.9696969696969697,3881373.9393939395,4783886.139099289,False,1.0,0.69129732485165,-0.532621752101702,-1.0,0.10127700908027155,0.919330566436703,1.0,4489.5,-1.3765525875066433,0.17310120843691973,0.52381452490967,1965.0,612.5,0.8717772682598978,0.9730632708023481,5344.5,0.17310120843691973,0.9946202198593214,False,1965.0
P02144 (gene MB):  Myoglobin,MB,19,0.5,259459306.84210527,1025711968.6229764,False,17,0.5151515151515151,2868348.9696969697,5890242.933205138,False,-1.0,90.45597644606882,6.499143920058526,1.0,-0.127364599562599,0.8986518334712476,1.0,4417.0,1.4166483077762455,0.1610848931637492,0.511607922920675,1877.0,657.0,0.716991658417982,0.8865434682117472,4825.0,0.1610848931637492,0.9546622996332721,False,1877.0
Q15517 (gene CDSN):  Corneodesmosin,CDSN,29,0.7631578947368421,4513804.47368421,7026884.977686807,False,32,0.9696969696969697,5193824.545454546,5728721.628277772,False,-1.0,0.8690714201413803,-0.20245335254288652,-1.0,-2.495256828149991,0.012586599279014798,0.19023808939804981,386.5,-0.43638416568997135,0.6639204657074674,0.8514508809997314,4652.0,516.5,0.20411987758204742,0.46180477423378646,2637.0,0.012586599279014798,0.26879884673947474,False,386.5
