Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P60891 (gene PRPS1):  Ribose-phosphate pyrophosphokinase 1,PRPS1,16,0.7619047619047619,2175862.095238095,2368435.6614609146,False,2,0.2857142857142857,9584762.857142856,23330594.987826433,False,1.0,0.22701261655277674,-2.1391556152904756,-1.0,2.2771001702132443,0.0227802445408557,0.21490675495201642,535.5,-1.381126589013924,0.1789962827727894,0.7309836941303514,884.0,105.5,0.08720677143190392,0.30677201705705925,1645.0,0.0227802445408557,0.5446919577923337,False,535.5
Q15796 (gene SMAD2):  Mothers against decapentaplegic homolog 2,SMAD2,8,0.38095238095238093,381593.14285714284,690003.870493374,False,2,0.2857142857142857,1104244.7142857143,2699038.1232731626,False,1.0,0.34556936331239996,-1.5329527748294873,-1.0,0.4554200340426488,0.6488070849862198,0.8106351977021544,4734.5,-1.0810837496226042,0.2895858477582448,0.7309836941303514,1951.0,80.5,0.6874575237892284,0.8265561440803177,4959.5,0.2895858477582448,1.0,False,1951.0
Q9H0W9 (gene C11orf54):  Ester hydrolase C11orf54,C11orf54,17,0.8095238095238095,5512952.285714285,7240264.498335299,False,4,0.5714285714285714,741391.5714285715,1205649.7255637557,False,1.0,7.4359521987605826,2.8945174960733286,1.0,1.2598815766974245,0.2077120857275565,0.4602776821117403,2353.5,1.6724950119366977,0.106419604703971,0.7309836941303514,293.0,107.0,0.07766223890725261,0.3022013092271871,1522.0,0.07766223890725261,0.7151832612904004,False,293.0
O43290 (gene SART1):  U4/U6.U5 tri-snRNP-associated protein 1,SART1,14,0.6666666666666666,1140697.619047619,1605157.3990709558,False,1,0.14285714285714285,94965.71428571429,232617.54305893503,False,1.0,12.011678400098157,3.5863658487882826,1.0,2.406543785484276,0.016104273412365543,0.19891945171464354,456.5,1.65517748748546,0.10991139548979051,0.7309836941303514,317.0,113.0,0.029210086790674567,0.28462281343527285,530.5,0.016104273412365543,0.5248148874595552,False,317.0
Q53T59 (gene HS1BP3):  HCLS1-binding protein 3,HS1BP3,13,0.6190476190476191,3951208.4285714286,6982960.847436391,False,2,0.2857142857142857,3389028.5714285714,7052150.587225003,False,1.0,1.1658823008696906,0.22142215172672708,1.0,1.5314369543990851,0.1256614367857473,0.38191346503503226,1940.0,0.17731462147406252,0.860635405860527,0.9883639713886245,5195.0,93.0,0.2880709867677369,0.5206396567877366,3299.5,0.1256614367857473,0.8869506506588792,False,1940.0
O43447 (gene PPIH):  Peptidyl-prolyl cis-trans isomerase H,PPIH,17,0.8095238095238095,4524655.095238095,8107233.683414953,False,3,0.42857142857142855,913414.8571428572,2196073.196459758,False,1.0,4.953559776097982,2.308465661668528,1.0,1.9321835661585918,0.05333685282913981,0.28035917531158444,1016.5,1.1220009292412099,0.2721174541715379,0.7309836941303514,1778.0,110.0,0.053316414553848425,0.28691229439538496,1079.5,0.053316414553848425,0.6643166262602261,False,1016.5
Q7L775 (gene EPM2AIP1):  EPM2A-interacting protein 1,EPM2AIP1,8,0.38095238095238093,95743.44285714286,203180.65626063768,False,1,0.14285714285714285,9039.0,22140.937785017148,False,1.0,10.592260520693726,3.4049386062171414,1.0,1.1681277400841037,0.24275524233587098,0.5112170052156042,2791.0,1.085820006743046,0.28752381277954686,0.7309836941303514,1924.0,91.0,0.2768665038138186,0.5045160542923769,3270.0,0.24275524233587098,1.0,False,1924.0
Q9Y376 (gene CAB39):  Calcium-binding protein 39,CAB39,20,0.9523809523809523,1124393.2857142857,2027607.3787957719,False,5,0.7142857142857143,108577.0,103392.44398062034,False,1.0,10.355722535195575,3.3723563110800505,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.2767323358974503,0.21298248646026582,0.7309836941303514,1191.0,118.0,0.019505084094475957,0.28462281343527285,323.5,0.019505084094475957,0.5446919577923337,False,323.5
Q92743 (gene HTRA1):  Serine protease HTRA1,HTRA1,13,0.6190476190476191,2462088.476190476,5607484.015013308,False,1,0.14285714285714285,65698.57142857143,160927.97682979368,False,1.0,37.475525306205846,5.227876795911639,1.0,2.182178902359924,0.029096331741252188,0.24657487950044113,676.5,1.0893978354387166,0.2859730930043829,0.7309836941303514,1915.0,111.0,0.03590243632260086,0.28462281343527285,716.5,0.029096331741252188,0.6069451150889297,False,676.5
P61225 (gene RAP2B):  Ras-related protein Rap-2b,RAP2B,9,0.42857142857142855,537997.6666666666,998912.8169237811,False,1,0.14285714285714285,319028.5714285714,781457.2133690562,False,1.0,1.6863620216079447,0.7539142816615031,1.0,1.3662601021279466,0.1718573390627992,0.4544773425747607,2207.5,0.5093289359592379,0.6148175265620881,0.7652829884142327,4793.0,92.0,0.2652435358678854,0.4882576164726332,3236.5,0.1718573390627992,1.0,False,2207.5
P01701 (gene IGLV1-51):  Immunoglobulin lambda variable 1-51,IGLV1-51,18,0.8571428571428571,102907158.57142857,165362767.19752777,False,3,0.42857142857142855,26770700.0,60557330.741066,False,1.0,3.8440219557734663,1.942616576328895,1.0,2.2677868380553634,0.023342202012890823,0.21490675495201642,618.0,1.1484582105472492,0.26123625223258506,0.7309836941303514,1666.0,112.0,0.042178982260659734,0.28462281343527285,849.0,0.023342202012890823,0.5446919577923337,False,618.0
Q9UJ68 (gene MSRA):  Mitochondrial peptide methionine sulfoxide reductase,MSRA,17,0.8095238095238095,4634122.714285715,8089155.94288682,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.7979260688226177,0.00014591182693360114,0.11376820079665007,5.0,1.460565373900657,0.15611457498574532,0.7309836941303514,679.0,133.0,0.001242205056125792,0.28462281343527285,4.0,0.00014591182693360114,0.34130460238995014,False,4.0
Q9Y6Q5 (gene AP1M2):  AP-1 complex subunit mu-2,AP1M2,2,0.09523809523809523,40326.57142857143,141107.0899061018,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.7286167362937276,0.47274841822223046,0.7309836941303514,3633.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3633.0
"P16885 (gene PLCG2):  1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",PLCG2,5,0.23809523809523808,90096.56666666667,333594.2516273401,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4244246232238391,0.1543235905608478,0.4390531908850825,2030.5,0.6885672479366483,0.49719423521956396,0.7309836941303514,3797.0,91.0,0.17687782401718033,0.3955221507070832,2601.5,0.1543235905608478,0.9827138638374109,False,2030.5
P09486 (gene SPARC):  SPARC,SPARC,12,0.5714285714285714,1607737.6666666667,3602524.4575890093,False,1,0.14285714285714285,13321.142857142857,32630.00279072083,False,1.0,120.6906707470598,6.915170351475516,1.0,1.9689903699416806,0.04895419694576253,0.28035917531158444,945.0,1.1283545612778516,0.2694748445509209,0.7309836941303514,1747.0,110.0,0.03792392246444261,0.28462281343527285,754.5,0.03792392246444261,0.6593484787616862,False,754.5
O43818 (gene RRP9):  U3 small nucleolar RNA-interacting protein 2,RRP9,7,0.3333333333333333,110801.14285714286,301548.2647849082,False,1,0.14285714285714285,2648.4285714285716,6487.298620208191,False,1.0,41.83656074799849,5.386692351927571,1.0,0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,0.9143316857364261,0.3689445722306761,0.7309836941303514,2723.0,90.0,0.2871316824302338,0.5200448140190573,3290.0,0.2871316824302338,1.0,False,2723.0
Q9Y6D5 (gene ARFGEF2):  Brefeldin A-inhibited guanine nucleotide-exchange protein 2,ARFGEF2,12,0.5714285714285714,34979.32380952381,56051.43465484694,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.6457513110645907,0.008150971593502691,0.16768516043736914,253.0,1.5910409410155861,0.12368735039915707,0.7309836941303514,410.0,115.5,0.014663288207316846,0.28462281343527285,232.5,0.008150971593502691,0.46166484044465556,False,232.5
P05154 (gene SERPINA5):  Plasma serine protease inhibitor,SERPINA5,16,0.7619047619047619,1024913.3333333334,1376216.789432687,False,1,0.14285714285714285,24847.14285714286,60862.82156603973,False,1.0,41.2487399128649,5.36627814274938,1.0,2.9042964055702374,0.0036807950978315395,0.14680136973209343,103.0,1.8520685215230486,0.07540346320741936,0.7309836941303514,100.0,122.0,0.008614401781435676,0.28462281343527285,111.5,0.0036807950978315395,0.4240060838538656,False,100.0
Q14C86 (gene GAPVD1):  GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,12,0.5714285714285714,299810.1904761905,396917.99234022165,False,2,0.2857142857142857,301083.0285714286,733790.960072148,False,1.0,0.9957724681385289,-0.0061119676427804645,-1.0,1.3093073414159544,0.19043026382552397,0.4602776821117403,2283.0,-0.005589816200405838,0.9955826647582103,1.0,5360.0,94.5,0.24506392993624726,0.4620895720605724,3161.5,0.19043026382552397,1.0,False,2283.0
Q13131 (gene PRKAA1):  5-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,13,0.6190476190476191,255440.14285714287,467371.2246790844,False,1,0.14285714285714285,203777.14285714287,499150.02124223375,False,1.0,1.2535269622214922,0.3259930275598873,1.0,2.182178902359924,0.029096331741252188,0.24657487950044113,676.5,0.23988475342159646,0.81230079313903,0.945909975955227,5123.0,103.0,0.1000931064982189,0.3123198082470575,1910.5,0.029096331741252188,0.6069451150889297,False,676.5
P29536 (gene LMOD1):  Leiomodin-1,LMOD1,11,0.5238095238095238,2301990.523809524,4337019.652328144,False,1,0.14285714285714285,253757.14285714287,621575.518586537,False,1.0,9.071628478637146,3.1813615570566864,1.0,1.763834207376394,0.0777598964393294,0.3034110805474426,1211.5,1.1999497072611902,0.24097912782550698,0.7309836941303514,1472.0,101.0,0.11231940458629174,0.33303295044441783,2006.0,0.0777598964393294,0.7151832612904004,False,1211.5
O75165 (gene DNAJC13):  DnaJ homolog subfamily C member 13,DNAJC13,3,0.14285714285714285,15279.238095238095,44980.047943933416,False,1,0.14285714285714285,17694.285714285714,43341.97136301779,False,0.0,0.8635125679042636,-0.21171091942475845,-1.0,0.0,1.0,1.0,5543.0,-0.11962177242716318,0.9057023059168625,1.0,5257.0,74.0,1.0,1.0,5634.0,0.9057023059168625,1.0,False,5257.0
Q96KG9 (gene SCYL1):  N-terminal kinase-like protein,SCYL1,2,0.09523809523809523,29924.333333333332,127003.94366555386,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.6007087464926725,0.5532350375616197,0.7309836941303514,4152.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3696.5
P28370 (gene SMARCA1):  Probable global transcription activator SNF2L1,SMARCA1,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
P17661 (gene DES):  Desmin,DES,17,0.8095238095238095,6503113.142857143,19367595.637771785,False,6,0.8571428571428571,202684.42857142858,330372.56557574816,False,-1.0,32.08491736963048,5.003823362650112,1.0,-0.2848849246447675,0.7757323060134902,0.9285752282657469,4978.5,0.8293350318654796,0.41446444065097,0.7309836941303514,3083.0,102.0,0.13631758982834458,0.3496310321897265,2319.5,0.13631758982834458,0.9442051099634264,False,2319.5
P05161 (gene ISG15):  Ubiquitin-like protein ISG15,ISG15,18,0.8571428571428571,48045746.952380955,91181190.24499907,False,2,0.2857142857142857,7563932.857142857,18419439.015241258,False,1.0,6.351953125417223,2.6672002660738117,1.0,2.8982753492378874,0.0037522101008738503,0.14680136973209343,135.5,1.1242878970506938,0.27116410083821807,0.7309836941303514,1767.0,119.5,0.014595034919316652,0.28462281343527285,212.5,0.0037522101008738503,0.4240060838538656,False,135.5
"Q96E11 (gene MRRF):  Ribosome-recycling factor, mitochondrial",MRRF,6,0.2857142857142857,137391.19047619047,379532.4816198676,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,0.9229254347925694,0.364532151949002,0.7309836941303514,2691.0,94.5,0.12974299089767596,0.33934532384723143,2213.0,0.11061207374852304,0.8321710365494179,False,1719.5
Q96NY7 (gene CLIC6):  Chloride intracellular channel protein 6,CLIC6,6,0.2857142857142857,210167.09523809524,647263.1393845131,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,0.8278287874952961,0.4153016872850037,0.7309836941303514,3092.0,94.5,0.12974299089767596,0.33934532384723143,2213.0,0.11061207374852304,0.8321710365494179,False,1719.5
O95365 (gene ZBTB7A):  Zinc finger and BTB domain-containing protein 7A,ZBTB7A,12,0.5714285714285714,7450453.333333333,23617603.879349615,False,3,0.42857142857142855,6878217.142857143,16363746.236600256,False,1.0,1.0831954238416797,0.11529354910783988,1.0,0.6563301233138935,0.5116117396553803,0.726743919219422,4098.5,0.05735397793040945,0.954701738643997,1.0,5315.0,87.0,0.4672995601758484,0.6564420004730661,4246.0,0.4672995601758484,1.0,False,4098.5
P28676 (gene GCA):  Grancalcin,GCA,15,0.7142857142857143,22356654.0,51262026.79375702,False,2,0.2857142857142857,21008.0,41605.88881396478,False,1.0,1064.1971629348725,10.055549747190309,1.0,2.0106667423178566,0.0443606691511124,0.28035917531158444,797.5,1.1108601183174966,0.2767963782296834,0.7309836941303514,1824.0,118.0,0.01603694694827919,0.28462281343527285,268.5,0.01603694694827919,0.5248148874595552,False,268.5
O15217 (gene GSTA4):  Glutathione S-transferase A4,GSTA4,2,0.09523809523809523,77334.28571428571,281488.1140782803,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.7004363811561185,0.4898758723961063,0.7309836941303514,3751.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3696.5
Q9BQA1 (gene WDR77):  Methylosome protein 50,WDR77,14,0.6666666666666666,2307318.9523809524,4833655.177530684,False,1,0.14285714285714285,2920057.1428571427,7152650.019769325,False,1.0,0.7901622603599312,-0.33977915276285986,-1.0,2.406543785484276,0.016104273412365543,0.19891945171464354,456.5,-0.24572304289896418,0.8078260176967023,0.9424110327685814,5114.0,106.0,0.07357573529207738,0.2944016343075343,1489.0,0.016104273412365543,0.5248148874595552,False,456.5
P21980 (gene TGM2):  Protein-glutamine gamma-glutamyltransferase 2,TGM2,15,0.7142857142857143,72711179.04761904,103813737.85215722,False,5,0.7142857142857143,38232938.0,53964422.31045658,False,0.0,1.9017941819594704,0.9273611217330173,1.0,0.0,1.0,1.0,5543.0,0.8109976449264489,0.42472906151724843,0.7309836941303514,3220.0,84.0,0.5914308640203936,0.7561855867003402,4443.5,0.42472906151724843,1.0,False,3220.0
P30825 (gene SLC7A1):  High affinity cationic amino acid transporter 1,SLC7A1,1,0.047619047619047616,1717.7619047619048,7682.064776414278,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.570087712549569,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
"Q96E39 (gene RBMXL1):  RNA binding motif protein, X-linked-like-1",RBMXL1,9,0.42857142857142855,176063.0,286945.2385749886,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.1026299321513866,0.03549813132066252,0.27792893892266746,733.5,1.5643205600483834,0.12983357997977987,0.7309836941303514,455.0,105.0,0.04738091014981232,0.28462281343527285,961.5,0.03549813132066252,0.6378971429490139,False,455.0
Q8TC07 (gene TBC1D15):  TBC1 domain family member 15,TBC1D15,9,0.42857142857142855,125140.90476190476,248514.14331255254,False,1,0.14285714285714285,95702.85714285714,234423.1669264724,False,1.0,1.3075984196981434,0.38691953864560086,1.0,1.3662601021279466,0.1718573390627992,0.4544773425747607,2207.5,0.2652227824584247,0.7929293781420558,0.9292116813976635,5091.0,91.0,0.29271257035257836,0.5274307444045553,3308.5,0.1718573390627992,1.0,False,2207.5
Q9NXH8 (gene TOR4A):  Torsin-4A,TOR4A,10,0.47619047619047616,880655.4761904762,1525150.5161270576,False,1,0.14285714285714285,135456.2857142857,331798.7824526505,False,1.0,6.501399854130931,2.700750386629582,1.0,1.563851910691666,0.11785235013990372,0.3669661382748777,1877.5,1.2359967429668735,0.22751047184593431,0.7309836941303514,1330.0,98.0,0.14850047926153573,0.36930131691301465,2396.0,0.11785235013990372,0.8536306607867248,False,1330.0
Q05209 (gene PTPN12):  Tyrosine-protein phosphatase non-receptor type 12,PTPN12,7,0.3333333333333333,121171.42857142857,205389.7396780248,False,3,0.42857142857142855,226424.85714285713,514177.66810077534,False,-1.0,0.5351507343314489,-0.9019827864699871,-1.0,-0.4554200340426488,0.6488070849862198,0.8106351977021544,4734.5,-0.7433649977802036,0.4639255358382288,0.7309836941303514,3570.0,70.0,0.852695307384065,0.9864611603361123,5156.5,0.4639255358382288,1.0,False,3570.0
Q9HCU5 (gene PREB):  Prolactin regulatory element-binding protein,PREB,5,0.23809523809523808,109820.33333333333,263986.7665394167,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4244246232238391,0.1543235905608478,0.4390531908850825,2030.5,1.0606138140873798,0.2986190090763716,0.7309836941303514,2048.0,91.0,0.17687782401718033,0.3955221507070832,2601.5,0.1543235905608478,0.9827138638374109,False,2030.5
P30536 (gene TSPO):  Translocator protein,TSPO,16,0.7619047619047619,9457857.952380951,14392282.878170371,False,2,0.2857142857142857,372264.28571428574,846816.7556520485,False,1.0,25.40629954390652,4.6671143554252295,1.0,2.2771001702132443,0.0227802445408557,0.21490675495201642,535.5,1.6085325841597968,0.11979556678982739,0.7309836941303514,379.0,118.5,0.015684912214343302,0.28462281343527285,265.0,0.015684912214343302,0.5248148874595552,False,265.0
Q9UHJ6 (gene SHPK):  Sedoheptulokinase,SHPK,14,0.6666666666666666,3457328.3333333335,6983648.577795567,False,2,0.2857142857142857,706623.5714285715,1721505.9371224833,False,1.0,4.892744132974231,2.290643838720042,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,0.994177491716429,0.32929949545701687,0.7309836941303514,2343.0,105.5,0.08172365863973938,0.3054908192009305,1594.5,0.07775989643932943,0.7151832612904004,False,1373.5
P34096 (gene RNASE4):  Ribonuclease 4,RNASE4,14,0.6666666666666666,4858993.285714285,10702964.549602838,False,4,0.5714285714285714,2428914.285714286,4031524.123504152,False,1.0,2.000479520537453,1.0003458594906685,1.0,0.4554200340426488,0.6488070849862198,0.8106351977021544,4734.5,0.5656380379950787,0.5764892931466528,0.7332699129629929,4690.0,77.5,0.8492812952675955,0.9828927657742919,5155.0,0.5764892931466528,1.0,False,4690.0
Q9NRN7 (gene AASDHPPT):  L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT,13,0.6190476190476191,693162.9047619047,1614551.4233393834,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.844097201026872,0.004453745880239509,0.14680136973209343,167.0,1.0945613519603141,0.2837456577030132,0.7309836941303514,1889.0,119.0,0.00947024206315155,0.28462281343527285,133.0,0.004453745880239509,0.4240060838538656,False,133.0
Q9BXY0 (gene MAK16):  Protein MAK16 homolog,MAK16,1,0.047619047619047616,62223.80952380953,278273.3358284738,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.570087712549569,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
Q8N283 (gene ANKRD35):  Ankyrin repeat domain-containing protein 35,ANKRD35,10,0.47619047619047616,418541.0666666667,975604.4408976189,False,2,0.2857142857142857,249342.85714285713,505444.6433364895,False,1.0,1.6785765249541176,0.7472383098416581,1.0,0.8819171036881969,0.3778216371000638,0.6057865289542973,3386.0,0.42361467346869025,0.675330825278152,0.8210297873054542,4907.0,86.5,0.4622679398548952,0.6518294798332085,4228.5,0.3778216371000638,1.0,False,3386.0
Q12899 (gene TRIM26):  Tripartite motif-containing protein 26,TRIM26,3,0.14285714285714285,51469.23809523809,153320.89416890588,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0583005244258363,0.28991845394256976,0.546148877872236,3051.0,0.855860679720053,0.3998938460891458,0.7309836941303514,2973.0,84.0,0.32321952171088764,0.5307810807947029,3517.0,0.28991845394256976,1.0,False,2973.0
Q9NVS9 (gene PNPO):  Pyridoxine-5-phosphate oxidase,PNPO,15,0.7142857142857143,3166995.904761905,5202730.546405708,False,1,0.14285714285714285,35792.857142857145,87674.23643633218,False,1.0,88.48122663226488,6.467299480957484,1.0,2.6457513110645907,0.008150971593502691,0.16768516043736914,253.0,1.5343202660023354,0.1370309607685871,0.7309836941303514,506.0,121.0,0.009394848411188317,0.28462281343527285,117.5,0.008150971593502691,0.46166484044465556,False,117.5
A0A0C4DH72 (gene IGKV1-6):  Immunoglobulin kappa variable 1-6,IGKV1-6,18,0.8571428571428571,78785568.09523809,171884391.7410948,False,3,0.42857142857142855,9076374.285714285,15334307.467281012,False,1.0,8.68029078739443,3.1177433733730906,1.0,2.2677868380553634,0.023342202012890823,0.21490675495201642,618.0,1.0326067795723053,0.31129804645196446,0.7309836941303514,2162.0,111.0,0.047896813556808186,0.28462281343527285,996.0,0.023342202012890823,0.5446919577923337,False,618.0
Q14671 (gene PUM1):  Pumilio homolog 1,PUM1,5,0.23809523809523808,48287.95238095238,137412.73252174622,False,1,0.14285714285714285,2479.8571428571427,6074.38463499617,False,1.0,19.472070195884683,4.2833343689078545,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,0.8496313687751937,0.40328602534411406,0.7309836941303514,2995.0,83.0,0.505939881834961,0.6945322906183565,4339.0,0.40328602534411406,1.0,False,2995.0
"Q7Z794 (gene KRT77):  Keratin, type II cytoskeletal 1b",KRT77,20,0.9523809523809523,9259035.0,9806581.561374517,False,7,1.0,6052691.857142857,7182560.823193621,False,-1.0,1.529738374021431,0.6132849347632157,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,0.7677615297935343,0.44954582669552046,0.7309836941303514,3473.0,81.0,0.7165957231174622,0.8521447247595734,5017.0,0.44954582669552046,1.0,False,3473.0
Q9H0S4 (gene DDX47):  Probable ATP-dependent RNA helicase DDX47,DDX47,5,0.23809523809523808,363878.5714285714,990125.357158595,False,1,0.14285714285714285,171214.2857142857,419387.6366750913,False,1.0,2.12528160199009,1.087654012487093,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,0.48189780930428316,0.6339102862496138,0.7828418066166831,4831.0,80.0,0.657441267112061,0.7939867610507197,4935.5,0.5948534237883254,1.0,False,4631.5
O95104 (gene SCAF4):  SR-related and CTD-associated factor 4,SCAF4,2,0.09523809523809523,14676.57142857143,48526.63039980402,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.7710830474974242,0.4476089543437115,0.7309836941303514,3459.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3459.0
Q9BVP2 (gene GNL3):  Guanine nucleotide-binding protein-like 3,GNL3,4,0.19047619047619047,24174.04761904762,74513.86719676264,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.247219128924647,0.21231716077296503,0.4602776821117403,2578.5,0.8271208109931543,0.4156955815352802,0.7309836941303514,3097.0,87.5,0.23934132798622432,0.4549582405087829,3027.5,0.21231716077296503,1.0,False,2578.5
O43148 (gene RNMT):  mRNA cap guanine-N7 methyltransferase,RNMT,5,0.23809523809523808,84449.61904761905,213806.8893881927,False,1,0.14285714285714285,3107.5714285714284,7611.964339251781,False,1.0,27.175439394249313,4.764231456976365,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,0.9697468064664712,0.3411081071694587,0.7309836941303514,2453.0,83.0,0.505939881834961,0.6945322906183565,4339.0,0.3411081071694587,1.0,False,2453.0
Q15773 (gene MLF2):  Myeloid leukemia factor 2,MLF2,5,0.23809523809523808,75175.66666666667,166442.14583404432,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4244246232238391,0.1543235905608478,0.4390531908850825,2030.5,1.1515178122699818,0.2599987374597691,0.7309836941303514,1651.0,91.0,0.17687782401718033,0.3955221507070832,2601.5,0.1543235905608478,0.9827138638374109,False,1651.0
P11234 (gene RALB):  Ras-related protein Ral-B,RALB,13,0.6190476190476191,903168.2857142857,2026100.6471389497,False,1,0.14285714285714285,384174.28571428574,941030.9722981967,False,1.0,2.3509337279893585,1.2332338704887225,1.0,2.182178902359924,0.029096331741252188,0.24657487950044113,676.5,0.6307825473413324,0.5336887274160362,0.7309836941303514,4028.0,104.0,0.08892309438191623,0.30677201705705925,1664.0,0.029096331741252188,0.6069451150889297,False,676.5
"P49903 (gene SEPHS1):  Selenide, water dikinase 1",SEPHS1,11,0.5238095238095238,2591922.761904762,5699239.898383458,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.457481573944047,0.013991498807523742,0.19457641465195022,414.5,1.159476085962478,0.2567999895443,0.7309836941303514,1624.0,112.0,0.02215636159196845,0.28462281343527285,390.5,0.013991498807523742,0.518467589352091,False,390.5
P49407 (gene ARRB1):  Beta-arrestin-1,ARRB1,8,0.38095238095238093,154661.42857142858,235857.12267580887,False,1,0.14285714285714285,636464.2857142857,1559012.739504965,False,1.0,0.24300095393037408,-2.0409661175669287,-1.0,1.1681277400841037,0.24275524233587098,0.5112170052156042,2791.0,-1.3201300526778295,0.19829657174702955,0.7309836941303514,1063.0,87.0,0.40567426466759793,0.6249492077820437,3805.0,0.19829657174702955,1.0,False,1063.0
P61006 (gene RAB8A):  Ras-related protein Rab-8A,RAB8A,17,0.8095238095238095,4487869.761904762,6291902.3455233155,False,4,0.5714285714285714,1306208.0,3101016.7501162766,False,1.0,3.4358002415398823,1.780646160190763,1.0,1.2598815766974245,0.2077120857275565,0.4602776821117403,2353.5,1.2400007121661853,0.22605014509438331,0.7309836941303514,1316.0,109.0,0.06129678045818564,0.28691229439538496,1219.0,0.06129678045818564,0.7151832612904004,False,1219.0
"Q9Y4F1 (gene FARP1):  FERM, ARHGEF and pleckstrin domain-containing protein 1",FARP1,8,0.38095238095238093,299803.8095238095,706029.9747559364,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9321835661585915,0.053336852829139844,0.28035917531158444,1096.5,1.0826066382945063,0.2889216774141302,0.7309836941303514,1944.0,101.5,0.06732508838376162,0.28691229439538496,1360.5,0.053336852829139844,0.6643166262602261,False,1096.5
