Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
Q8WUP2 (gene FBLIM1):  Filamin-binding LIM protein 1,FBLIM1,21,0.35,213066.45,749906.9089594036,False,6,0.2857142857142857,113967.66666666667,278380.5149857763,False,1.0,1.869534195354798,0.9026788595446297,1.0,0.537852874200477,0.5906786252963063,0.6809639958488432,5172.5,0.5841347495752072,0.5607939846566221,0.6743997001534786,4961.0,676.5,0.5545601416821309,0.664078615507749,4894.0,0.5545601416821309,1.0,False,4894.0
P15153 (gene RAC2):  Ras-related C3 botulinum toxin substrate 2,RAC2,39,0.65,8917178.466666667,14384477.572730236,False,6,0.2857142857142857,264293.4285714286,573731.8965865645,False,1.0,33.73969044494403,5.0763748321289395,1.0,2.891428218520588,0.0038349518754968357,0.01623798643663174,1402.0,2.72161475211768,0.007989247804164845,0.3236688001045334,80.0,938.5,0.0005103304406145586,0.005832627219744171,522.0,0.0005103304406145586,0.011262508293612049,True,80.0
O95433 (gene AHSA1):  Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,37,0.6166666666666667,1917886.0333333334,3496878.0787052233,False,4,0.19047619047619047,279980.0,673521.0496940332,False,1.0,6.850082267756566,2.7761213145799846,1.0,3.362092040974795,0.0007735433490911063,0.0056074843507625035,816.5,2.1061431067779455,0.03836709780069787,0.3236688001045334,699.0,901.5,0.0018457315881928273,0.010848901138087102,1015.0,0.0007735433490911063,0.014512451637350753,True,699.0
Q9Y3C8 (gene UFC1):  Ubiquitin-fold modifier-conjugating enzyme 1,UFC1,39,0.65,5254742.166666667,8153319.320834734,False,5,0.23809523809523808,289805.2380952381,595471.1686085153,False,1.0,18.131977879991528,4.180464401216949,1.0,3.26134989289759,0.001108831232785259,0.007253604314470236,905.5,2.7533089976049676,0.0073172715697587785,0.3236688001045334,70.0,931.0,0.000662338437884074,0.006513962931364608,606.0,0.000662338437884074,0.013343238477563238,True,70.0
Q8NFF5 (gene FLAD1):  FAD synthase,FLAD1,11,0.18333333333333332,22039.196666666667,81040.01222401597,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.110687091920543,0.034799216209864314,0.08012818367736416,2560.5,1.2307701254657621,0.22206074502480805,0.43708822329858293,3031.0,745.5,0.03741479135441734,0.08484099020161683,2600.5,0.034799216209864314,0.223719961107813,False,2560.5
"Q9H9P8 (gene L2HGDH):  L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,2,0.03333333333333333,17229.666666666668,99038.59749220112,False,2,0.09523809523809523,8232.42857142857,31831.52214030469,False,-1.0,2.0929020537598064,1.0655047961318593,1.0,-1.126876912974276,0.259794525797825,0.375559520453071,4119.0,0.40389916511195084,0.6873781495971241,0.800643897012191,5122.0,593.0,0.2947809960555756,0.4178040802714259,4198.5,0.259794525797825,1.0,False,4119.0
Q16643 (gene DBN1):  Drebrin,DBN1,45,0.75,1578917.845,4163259.5193327726,False,8,0.38095238095238093,62998.52380952381,120659.81391405029,False,1.0,25.062775276271537,4.647474272341437,1.0,3.0605060285120067,0.0022096331227916626,0.011493174551503976,1145.5,1.6476291210877818,0.10340087703299389,0.35250836135933805,1750.0,935.5,0.000788007442819609,0.00688523697034918,682.0,0.000788007442819609,0.014572934635753343,True,682.0
P48449 (gene LSS):  Lanosterol synthase,LSS,16,0.26666666666666666,54467.21666666667,191469.98215926622,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.6416777885392344,0.008249649676729733,0.0273582045421732,1775.0,1.2874049353104504,0.20171213355363862,0.4196006237032804,2868.0,798.0,0.009414313459541496,0.030376308328623345,1825.0,0.008249649676729733,0.07382611495705438,False,1775.0
Q9H8S9 (gene MOB1A):  MOB kinase activator 1A,MOB1A,40,0.6666666666666666,2809613.5,5070723.910043754,False,3,0.14285714285714285,884809.5238095238,2355719.33870876,False,1.0,3.1753879500529205,1.6669328625701725,1.0,4.139759832470574,3.476696137052923e-05,0.0010707690912792845,184.5,1.6564716397406636,0.10159319142382486,0.3514554549429294,1723.0,929.0,0.0006813219720548859,0.006592433326473551,616.0,3.476696137052923e-05,0.002926768849496711,True,184.5
P30520 (gene ADSS2):  Adenylosuccinate synthetase isozyme 2,ADSS2,40,0.6666666666666666,2708989.4166666665,4542011.732145851,False,4,0.19047619047619047,457957.61904761905,1024434.8457838771,False,1.0,5.91537143173737,2.5644687595881437,1.0,3.7703466969914334,0.00016302091901514566,0.0023036874026989176,389.5,2.223216653720176,0.02905859599324762,0.3236688001045334,504.0,928.0,0.00074971574666079,0.00688523697034918,645.0,0.00016302091901514566,0.006158934288119077,True,389.5
"O76031 (gene CLPX):  ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,34,0.5666666666666667,222902.81666666668,477545.9216176839,False,4,0.19047619047619047,748575.7142857143,2898284.088196179,False,1.0,0.2977692335090796,-1.7477333972362719,-1.0,2.973100243319777,0.0029480815160921004,0.013375098346011766,1307.5,-1.3365925430036085,0.18519240457921082,0.4067501596025037,2715.0,828.0,0.020997688084910746,0.056201079907840956,2229.0,0.0029480815160921004,0.03496670839961326,True,1307.5
P30566 (gene ADSL):  Adenylosuccinate lyase,ADSL,39,0.65,937598.55,1881048.696294777,False,6,0.2857142857142857,2318947.476190476,5693323.424181107,False,1.0,0.4043207358624031,-1.3064278997894405,-1.0,2.891428218520588,0.0038349518754968357,0.01623798643663174,1402.0,-1.6204499563645267,0.10912076028879315,0.356606045483094,1824.0,843.5,0.016245383028503663,0.046193082203681034,2075.0,0.0038349518754968357,0.042473990512154926,True,1402.0
Q8N684 (gene CPSF7):  Cleavage and polyadenylation specificity factor subunit 7,CPSF7,20,0.3333333333333333,354771.6666666667,1057539.766303198,False,3,0.14285714285714285,2124.3809523809523,5312.562859918889,False,1.0,167.00002233688247,7.3837044854399645,1.0,1.6660597167127684,0.09570152092543256,0.17616639118825383,3234.5,1.5091159322725336,0.1352584029643358,0.3735839606292118,2158.0,778.0,0.045705647149325485,0.10036065178243499,2717.0,0.045705647149325485,0.2769260909541732,False,2158.0
Q8TED0 (gene UTP15):  U3 small nucleolar RNA-associated protein 15 homolog,UTP15,3,0.05,431030.0,2435675.1663758447,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.8008825180330147,0.4256017773719676,0.595236265021064,4265.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,4265.0
Q6P996 (gene PDXDC1):  Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,34,0.5666666666666667,221345.435,410110.56301294034,False,4,0.19047619047619047,625165.3619047619,1697375.248606128,False,1.0,0.3540590194012794,-1.4979382263858285,-1.0,2.973100243319777,0.0029480815160921004,0.013375098346011766,1307.5,-1.6848436762105752,0.0959655787017265,0.3467583543700669,1647.0,833.0,0.017959256427804108,0.0494667238450043,2166.0,0.0029480815160921004,0.03496670839961326,True,1307.5
Q9GZP8 (gene IMUP):  Immortalization up-regulated protein,IMUP,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P42785 (gene PRCP):  Lysosomal Pro-X carboxypeptidase,PRCP,31,0.5166666666666667,427804.06666666665,858719.9233490485,False,3,0.14285714285714285,26822.714285714286,74164.5467394039,False,1.0,15.949320493584974,3.9954230554657357,1.0,2.9873750981014524,0.002813842469460259,0.013089334660744594,1272.0,2.1105087262922906,0.03797834306760073,0.3236688001045334,689.0,883.0,0.002417374326167435,0.012540917591230362,1150.0,0.002417374326167435,0.030726430350155574,True,689.0
Q13526 (gene PIN1):  Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,32,0.5333333333333333,1086520.8666666667,1767041.8392674376,False,5,0.23809523809523808,230004.7619047619,666474.7078444703,False,1.0,4.7239059646592825,2.2399802463459935,1.0,2.3376149521346887,0.01940723159403634,0.05211817167637467,2214.0,2.1410074472384437,0.03535649975852031,0.3236688001045334,633.0,841.0,0.013303381894932768,0.03958502562851317,2005.0,0.013303381894932768,0.1090219455840232,False,633.0
P15941 (gene MUC1):  Mucin-1,MUC1,2,0.03333333333333333,2410.6666666666665,13187.122521190471,False,1,0.047619047619047616,9256.190476190477,41394.942234896094,False,-1.0,0.26043831667111217,-1.9409863760122716,-1.0,-0.2983470948593081,0.7654382634573679,0.8608114382255714,5294.5,-1.1138276971438923,0.26873050216325894,0.47902743348426746,3345.0,620.0,0.7543521505051123,0.8513932898058078,5281.5,0.26873050216325894,1.0,False,3345.0
P26006 (gene ITGA3):  Integrin alpha-3,ITGA3,26,0.43333333333333335,221786.81666666668,444341.115379333,False,1,0.047619047619047616,15246.190476190477,68183.03660534359,False,1.0,14.547031732187627,3.862652901483638,1.0,3.2271172452028627,0.0012504421134104738,0.0076357601316344795,971.0,2.095016574544548,0.03937352945034906,0.3236688001045334,724.0,874.0,0.0017592124470048624,0.01058516758993299,990.0,0.0012504421134104738,0.019753232961889373,True,724.0
B0I1T2 (gene MYO1G):  Unconventional myosin-Ig,MYO1G,14,0.23333333333333334,65016.76833333333,261211.20619286195,False,3,0.14285714285714285,12208.695238095239,48146.36766035593,False,1.0,5.32544772885588,2.412902822811947,1.0,0.8762895659320297,0.38087263590472265,0.5062774269239466,4448.0,0.9095411944981536,0.36583114927312144,0.5547316663403085,3934.0,696.0,0.3213976075538202,0.4349950378099118,4408.0,0.3213976075538202,1.0,False,3934.0
O43172 (gene PRPF4):  U4/U6 small nuclear ribonucleoprotein Prp4,PRPF4,9,0.15,47223.9,166506.23557419702,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.88248505970167,0.05977018652455784,0.12166118485346711,2888.0,1.2835477563083824,0.20305247952464725,0.42027360456312,2875.0,724.5,0.0633552515768774,0.12649847085262736,2945.0,0.05977018652455784,0.34004030464607,False,2875.0
Q14690 (gene PDCD11):  Protein RRP5 homolog,PDCD11,15,0.25,21044.35,44287.63807498469,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.5383423366799476,0.011137897527055254,0.03455470444431183,1909.0,2.1504714462449606,0.03457558041404383,0.3236688001045334,615.0,787.5,0.012516499427256514,0.03767259326366808,1968.0,0.011137897527055254,0.09385409130849102,False,615.0
O76076 (gene CCN5):  CCN family member 5,CCN5,13,0.21666666666666667,287379.75,770161.0829292061,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.3280577615635893,0.019909036749992937,0.05211817167637467,2251.0,1.6887107838992084,0.09521860745327496,0.3467583543700669,1637.0,766.5,0.02181706310974083,0.05654535963521692,2273.0,0.019909036749992937,0.14455656785045584,False,1637.0
Q5TDH0 (gene DDI2):  Protein DDI1 homolog 2,DDI2,44,0.7333333333333333,1745511.7666666666,2576530.6253151307,False,4,0.19047619047619047,4586764.761904762,11592796.279795242,False,1.0,0.3805540195048985,-1.3938268365849849,-1.0,4.357483486791698,1.3156642152944039e-05,0.0006946241334908331,111.0,-1.7550939954410147,0.08312003955515483,0.3454415196072109,1427.0,914.0,0.0015558993560915188,0.009906612122136609,936.5,1.3156642152944039e-05,0.0018838206500271391,True,111.0
"Q8TCS8 (gene PNPT1):  Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,12,0.2,15876.771666666667,54623.77815536043,False,2,0.09523809523809523,2842.5238095238096,10682.748075280502,False,1.0,5.585448961900149,2.4816732501041714,1.0,1.092772478847705,0.27449370794104777,0.3944194271619198,4144.0,1.0727470842296283,0.2866506397492666,0.4900448094038488,3489.0,699.0,0.2625209114476533,0.3773066147185497,4151.0,0.2625209114476533,1.0,False,3489.0
P49354 (gene FNTA):  Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,37,0.6166666666666667,1518973.3166666667,2757613.4323070464,False,5,0.23809523809523808,747913.8095238095,1865436.6799695895,False,1.0,2.0309470119715445,1.0221525997703955,1.0,2.9882619657818066,0.002805689559516703,0.013089334660744594,1255.0,1.1748317683730043,0.24359103984389271,0.4574328434714082,3177.0,860.0,0.008689775484715149,0.029207436924963706,1775.0,0.002805689559516703,0.03412069953821119,True,1255.0
Q9UI09 (gene NDUFA12):  NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,NDUFA12,4,0.06666666666666667,20598.083333333332,85090.38240841162,False,1,0.047619047619047616,7781.9047619047615,34801.73608409672,False,1.0,2.646920511225154,1.4043148703968973,1.0,0.31215958902868324,0.7549192419067488,0.8528400297700555,5264.5,0.6625269778247193,0.5095618537672433,0.6628970823321791,4586.0,643.0,0.7467383841031534,0.8448779062316354,5269.5,0.5095618537672433,1.0,False,4586.0
P52306 (gene RAP1GDS1):  Rap1 GTPase-GDP dissociation stimulator 1,RAP1GDS1,18,0.3,129900.48333333334,326755.4541087004,False,3,0.14285714285714285,86538.57142857143,217503.56985106974,False,1.0,1.5010703457134322,0.5859915885734192,1.0,1.4142857142857144,0.15727802971707233,0.25630175506475106,3655.5,0.5588049868209825,0.5778754060314608,0.6916765269430796,4984.0,715.0,0.23721923006202938,0.34518290891465053,4100.0,0.15727802971707233,0.7238267358899872,False,3655.5
P39748 (gene FEN1):  Flap endonuclease 1,FEN1,17,0.2833333333333333,363915.6666666667,852200.3307035397,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.7441699564713558,0.006066412136569851,0.022081888228661212,1619.0,1.9325900430067249,0.05687075043191244,0.3296549803806225,1026.0,808.5,0.007045152753402635,0.024637386475263846,1686.0,0.006066412136569851,0.05880534933767027,False,1026.0
"P22090 (gene RPS4Y1):  40S ribosomal protein S4, Y isoform 1",RPS4Y1,7,0.11666666666666667,45285.53333333333,173460.36608530747,False,1,0.047619047619047616,35490.95238095238,158720.3642200351,False,1.0,1.2759740241955757,0.3515989595528794,1.0,0.9127883025778193,0.36135389158371833,0.485439612066756,4429.5,0.22472926620549877,0.8227701513683178,0.9329120831095172,5261.0,671.0,0.39918403133911085,0.5194976168625078,4487.5,0.36135389158371833,1.0,False,4429.5
P04233 (gene CD74):  HLA class II histocompatibility antigen gamma chain,CD74,11,0.18333333333333332,261283.0,912388.7716139065,False,1,0.047619047619047616,41173.333333333336,184132.7443871827,False,1.0,6.345927784819966,2.6658311038154454,1.0,1.5067395180173908,0.13187743790203826,0.2188089595889732,3485.0,1.0840923202892598,0.28162134279286677,0.48756614367447565,3446.0,716.0,0.13594446162397045,0.22614831244622194,3523.5,0.13187743790203826,0.6204181602203883,False,3446.0
O75844 (gene ZMPSTE24):  CAAX prenyl protease 1 homolog,ZMPSTE24,17,0.2833333333333333,114511.18333333333,272867.2700324886,False,2,0.09523809523809523,6655.047619047619,21094.058552962906,False,1.0,17.206666258612582,4.104895701384745,1.0,1.7507854860300907,0.07998286759775317,0.15086240533929668,3156.5,1.786982814835676,0.07777609387273071,0.3421782971546007,1353.0,760.5,0.05924168438712562,0.1229468848358751,2874.0,0.05924168438712562,0.34004030464607,False,1353.0
O43504 (gene LAMTOR5):  Ragulator complex protein LAMTOR5,LAMTOR5,31,0.5166666666666667,2021355.1666666667,3275323.056042712,False,3,0.14285714285714285,141485.7142857143,392971.77009443886,False,1.0,14.28663789031367,3.836594538286343,1.0,2.9873750981014524,0.002813842469460259,0.013089334660744594,1272.0,2.590973253165971,0.01139447164813883,0.3236688001045334,136.0,892.0,0.0016801523371345725,0.010284334547360293,973.0,0.0016801523371345725,0.024128631053422226,True,136.0
Q8TAE6 (gene PPP1R14C):  Protein phosphatase 1 regulatory subunit 14C,PPP1R14C,18,0.3,3538326.5,7247607.983249789,False,3,0.14285714285714285,3805619.0476190476,10590882.122872937,False,1.0,0.9297637140566641,-0.10506397207631851,-1.0,1.4142857142857144,0.15727802971707233,0.25630175506475106,3655.5,-0.12626379793012196,0.8998439109735419,1.0,5322.0,712.0,0.254285210700515,0.3673282244647149,4130.0,0.15727802971707233,0.7238267358899872,False,3655.5
P20929 (gene NEB):  Nebulin,NEB,48,0.8,183179.12,413419.0607195508,False,12,0.5714285714285714,13369.990000000002,27474.921179103887,False,1.0,13.70076716484449,3.7761847730315066,1.0,2.057142857142858,0.03967248626597531,0.08965380797833684,2636.0,1.8574443561782792,0.06697442418038133,0.3372893296773134,1184.0,960.0,0.0003405699270748618,0.005072870529168059,399.0,0.0003405699270748618,0.009030400821905003,True,399.0
P48556 (gene PSMD8):  26S proteasome non-ATPase regulatory subunit 8,PSMD8,33,0.55,1813520.8333333333,3852627.3879421307,False,4,0.19047619047619047,493072.5714285714,1482200.0671874024,False,1.0,3.6779998288596136,1.878921412620054,1.0,2.846611756228533,0.0044187216305082554,0.017466040521395283,1478.5,1.5124378867758055,0.1344127881497685,0.37358147620526067,2145.0,862.5,0.006364446646141728,0.023251860802744367,1633.0,0.0044187216305082554,0.04635808063490287,True,1478.5
"P13807 (gene GYS1):  Glycogen [starch] synthase, muscle",GYS1,16,0.26666666666666666,149965.65,368532.8796642088,False,2,0.09523809523809523,58744.28571428572,187429.0366428605,False,1.0,2.5528551104840105,1.352111658654565,1.0,1.6263142252294522,0.10388282715728432,0.18063682507151219,3422.5,1.0727100036189763,0.28666717814606646,0.4900448094038488,3490.0,735.0,0.12171271046903478,0.2086004109905951,3480.0,0.10388282715728432,0.5127674684117691,False,3422.5
O00186 (gene STXBP3):  Syntaxin-binding protein 3,STXBP3,8,0.13333333333333333,33067.76666666667,105339.3908824182,False,2,0.09523809523809523,3498.4285714285716,12536.030884619584,False,1.0,9.452177165278348,3.2406466704748067,1.0,0.4567402653807969,0.6478577456617294,0.7442941094969916,5187.5,1.2672367953577766,0.20879354822859375,0.4238382797212918,2935.0,660.0,0.5779786105222198,0.668130282963682,5160.5,0.20879354822859375,0.9061558986894691,False,2935.0
Q05048 (gene CSTF1):  Cleavage stimulation factor subunit 1,CSTF1,9,0.15,65741.86666666667,231783.9745443637,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.88248505970167,0.05977018652455784,0.12166118485346711,2888.0,1.283628376021436,0.2030243971970575,0.42027360456312,2874.0,724.5,0.0633552515768774,0.12649847085262736,2945.0,0.05977018652455784,0.34004030464607,False,2874.0
Q9Y6D6 (gene ARFGEF1):  Brefeldin A-inhibited guanine nucleotide-exchange protein 1,ARFGEF1,12,0.2,20775.260000000002,54659.63047961813,False,1,0.047619047619047616,1286.5238095238096,5753.509385534459,False,1.0,16.14836805200001,4.0133164689551615,1.0,1.6373153487919752,0.10156459546733544,0.17787283880503077,3387.0,1.6104869688556365,0.11128030610870919,0.35765427711471476,1854.0,730.0,0.0933485219746768,0.17194111827753064,3237.5,0.0933485219746768,0.4847994150572896,False,1854.0
Q7L0Y3 (gene TRMT10C):  tRNA methyltransferase 10 homolog C,TRMT10C,4,0.06666666666666667,10535.833333333334,40709.78953894941,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.2135597524338357,0.22491588401596185,0.3293687196954414,4003.5,1.1712530054146795,0.245017700582587,0.4593050852387657,3181.0,672.0,0.23357103169850668,0.3403724414052982,4023.5,0.22491588401596185,0.9331350236712297,False,3181.0
Q9BUQ8 (gene DDX23):  Probable ATP-dependent RNA helicase DDX23,DDX23,25,0.4166666666666667,63414.35333333334,170344.3394039971,False,2,0.09523809523809523,4418.333333333333,14310.997400711614,False,1.0,14.352550732323076,3.8432352500361073,1.0,2.689264371002386,0.00716096819380791,0.025190056747793624,1686.0,1.565452630175464,0.12147397387577187,0.36334623590065335,1988.0,835.5,0.008449984177801271,0.028497798532935208,1769.0,0.00716096819380791,0.067173484660783,False,1686.0
O60888 (gene CUTA):  Protein CutA,CUTA,40,0.6666666666666666,6513755.3,8712463.660641918,False,4,0.19047619047619047,523895.2380952381,1207592.1045326958,False,1.0,12.433316484551518,3.6361392696062014,1.0,3.7703466969914334,0.00016302091901514566,0.0023036874026989176,389.5,3.1009957622452307,0.0026736936737741844,0.3236688001045334,6.0,952.0,0.00026985047529188276,0.0047279114787194005,329.0,0.00016302091901514566,0.006158934288119077,True,6.0
P61619;Q9H9S3 (gene SEC61A1;SEC61A2):  Protein transport protein Sec61 subunit alpha isoform 1; Protein transport protein Sec61 subunit alpha isoform 2,SEC61A1;SEC61A2,29,0.48333333333333334,688167.7833333333,1331172.9676455283,False,5,0.23809523809523808,2728271.523809524,8961200.625133026,False,1.0,0.2522358120617639,-1.9871549730038827,-1.0,1.9598702872894878,0.05001095329040179,0.10655905261804896,2796.5,-1.6891038743911402,0.09514294445670105,0.3467583543700669,1634.0,778.0,0.07638749094235772,0.1487847766771486,3063.0,0.05001095329040179,0.2980672800504866,False,1634.0
Q96P70 (gene IPO9):  Importin-9,IPO9,15,0.25,172057.06666666668,475119.694704007,False,3,0.14285714285714285,144000.47619047618,405349.658942172,False,1.0,1.1948367895525838,0.25681356466286637,1.0,1.0164463907684078,0.30941686389592626,0.4207843651705257,4379.5,0.2385795357393501,0.8120494248069471,0.9236771913056713,5245.0,690.0,0.3782185776938768,0.5055908659022337,4462.5,0.30941686389592626,1.0,False,4379.5
Q8NBJ5 (gene COLGALT1):  Procollagen galactosyltransferase 1,COLGALT1,24,0.4,166687.51666666666,441158.5974451626,False,2,0.09523809523809523,25990.95238095238,95677.73955686882,False,1.0,6.413290064061341,2.681064659712616,1.0,2.5746633001018036,0.010033770901593821,0.03190263548979124,1863.5,1.431606663266396,0.1562008934268694,0.38762960041951927,2402.0,818.0,0.014771022618482517,0.04321918633735493,2039.0,0.010033770901593821,0.08705013649865545,False,1863.5
Q9BZK7 (gene TBL1XR1):  F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,23,0.38333333333333336,230027.15,481166.02920010284,False,1,0.047619047619047616,5073.333333333333,22688.636411697862,False,1.0,45.34043691616154,5.502726388342384,1.0,2.899709928453695,0.003735081374173402,0.016024490749278184,1376.5,2.1149990261549014,0.037582051738339284,0.3236688001045334,680.0,847.0,0.0038463608279667933,0.016400103703346765,1384.0,0.003735081374173402,0.041807683824237364,True,680.0
P98172 (gene EFNB1):  Ephrin-B1,EFNB1,16,0.26666666666666666,114415.61666666667,277840.1178892933,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.6416777885392344,0.008249649676729733,0.0273582045421732,1775.0,1.863678669824966,0.06608245335665344,0.3369387182359042,1166.0,798.0,0.009414313459541496,0.030376308328623345,1825.0,0.008249649676729733,0.07382611495705438,False,1166.0
Q9BVG4 (gene PBDC1):  Protein PBDC1,PBDC1,32,0.5333333333333333,1112949.1333333333,2260099.363920404,False,2,0.09523809523809523,164209.0,731777.7451951222,False,1.0,6.777637847660942,2.7607825507578503,1.0,3.501127503507434,0.0004632941307208456,0.004305315862742313,634.5,1.86584494167129,0.0657748596554105,0.3369387182359042,1162.0,915.0,0.0006309707585222633,0.006306945330647844,596.0,0.0004632941307208456,0.010924951714942944,True,596.0
A6NHQ2 (gene FBLL1):  rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1,FBLL1,12,0.2,131279.65,423023.60365535266,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.2204582370782604,0.02638767759969603,0.06433546569668432,2420.0,1.40447331872071,0.16409751796879812,0.39258524670845346,2492.0,756.0,0.028623082018224173,0.06938858485198107,2434.0,0.02638767759969603,0.17950842025061178,False,2420.0
P15586 (gene GNS):  N-acetylglucosamine-6-sulfatase,GNS,36,0.6,522626.93333333335,1080041.806993289,False,5,0.23809523809523808,143117.2380952381,385198.2710243926,False,1.0,3.6517399321379918,1.86858402381752,1.0,2.854960839263513,0.004304213585202122,0.017466040521395283,1458.0,1.5559821235385811,0.12370961444992123,0.3642472940398123,2026.0,856.0,0.009565165669437088,0.030763222848442944,1855.0,0.004304213585202122,0.04635808063490287,True,1458.0
Q96PD5 (gene PGLYRP2):  N-acetylmuramoyl-L-alanine amidase,PGLYRP2,39,0.65,3469157.85,5836286.457869598,False,6,0.2857142857142857,883336.2857142857,2158276.3652370106,False,1.0,3.927335383025541,1.97355080522795,1.0,2.891428218520588,0.0038349518754968357,0.01623798643663174,1402.0,1.9588003697417524,0.053664956576471495,0.32876782735916926,970.0,882.5,0.004463409127554139,0.018053355155924062,1475.0,0.0038349518754968357,0.042473990512154926,True,970.0
O14974 (gene PPP1R12A):  Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,36,0.6,708133.3200000001,1734996.1111157052,False,5,0.23809523809523808,52679.57142857143,138725.60979779006,False,1.0,13.442275644681741,3.7487054877202963,1.0,2.854960839263513,0.004304213585202122,0.017466040521395283,1458.0,1.7078073624879102,0.09159920098700683,0.34571337194260277,1580.0,893.0,0.002558607740819512,0.012958110171247206,1178.0,0.002558607740819512,0.032023749192438895,True,1178.0
Q13576 (gene IQGAP2):  Ras GTPase-activating-like protein IQGAP2,IQGAP2,31,0.5166666666666667,257664.80333333332,489960.51355011115,False,2,0.09523809523809523,7625.761904761905,26906.88982735474,False,1.0,33.78872911553216,5.078470182790667,1.0,3.38278323316724,0.0007175524442210171,0.005291616665293681,805.5,2.3083323707990684,0.02359660048980653,0.3236688001045334,395.0,909.5,0.000728267509116563,0.006843391589205184,634.0,0.0007175524442210171,0.01380941252329867,True,395.0
P03950 (gene ANG):  Angiogenin,ANG,40,0.6666666666666666,11967014.0,23879429.968190838,False,9,0.42857142857142855,13027256.666666666,30980464.66567222,False,1.0,0.918613512131033,-0.12247009018648257,-1.0,1.920903122144561,0.054743922091340436,0.11610459978561571,2810.5,-0.15939881942674336,0.8737614931792915,0.982446488561563,5306.0,794.0,0.0689169753326601,0.13592022308583476,3025.0,0.054743922091340436,0.32368903785623093,False,2810.5
Q9UKG9 (gene CROT):  Peroxisomal carnitine O-octanoyltransferase,CROT,1,0.016666666666666666,3762.1666666666665,28897.750494439686,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672042,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
P04350 (gene TUBB4A):  Tubulin beta-4A chain,TUBB4A,31,0.5166666666666667,1122862.1166666667,2206697.300714033,False,4,0.19047619047619047,556358.0952380953,1352444.389870286,False,1.0,2.0182363234673812,1.0130951153424252,1.0,2.5970847419855456,0.009401872552958839,0.03040193585417476,1836.5,1.092244090914214,0.278045576967685,0.4858874962475714,3414.0,821.5,0.022760154327630726,0.05857941359734466,2318.0,0.009401872552958839,0.08252806030056759,False,1836.5
Q71UM5 (gene RPS27L):  40S ribosomal protein S27-like,RPS27L,10,0.16666666666666666,653878.5,2174680.8561149267,False,1,0.047619047619047616,37089.04761904762,165867.26339383438,False,1.0,17.62996199574996,4.139957459585039,1.0,1.3705760337146384,0.17050715825328133,0.2668624824304722,3694.0,1.2822727330789847,0.20349699275934047,0.42027360456312,2885.0,708.0,0.16074993420293715,0.25891849553313256,3702.5,0.16074993420293715,0.7386655513130088,False,2885.0
